19 | Q4
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 Q14 O17 R10 | D2
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 Q14 O17 R10 D2 | R7
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 Q14 O17 R10 D2 R7 | Q10
19 R4 D4 Q17 D16 F3 C6 L3 Q15 R15 R14 R16 Q13 | O17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 | N16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 | P15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 | P14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 | O15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 | Q16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 | O17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 | R17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 | P17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 | O14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 | N15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 | R18
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 | Q14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 | Q13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 | R14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 | R13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 | S15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 | R15
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 | S14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 | S13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 | S16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 | R16
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 | P13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 | S11
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 | R11
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 | S12
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 | S17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 | S18
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 | T18
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 | T14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 | T13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 | T12
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 T12 | D5
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 T12 D5 | P12
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 T12 D5 P12 | O13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 S17 S18 T18 T14 T13 T12 D5 P12 O13 | N14
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 R18 Q14 Q13 R14 R13 S15 R15 S14 S13 S16 R16 P13 S11 R11 S12 D5 | P12
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 N16 P15 P14 O15 R17 | O17
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 R10 | R13
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 R10 R13 | R7
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q12 R10 R13 R7 | Q6
19 R4 D4 Q17 D16 F3 C6 L3 Q15 Q13 | O15
19 R4 D4 Q17 D16 F3 C6 L3 R11 | R14
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 | R8
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 R8 | R6
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 R8 R6 | P8
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 R8 R6 P8 | D2
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 R8 R6 P8 D2 | C3
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 R8 R6 P8 D2 C3 | H4
19 R4 D4 Q17 D16 F3 C6 L3 R11 R14 R8 R6 P8 D2 C3 H4 | G17
19 R4 D4 Q17 D16 F3 C6 L3 R11 R15 | R8
19 R4 D4 Q17 D16 F3 C6 L3 R11 R15 R8 | R6
19 R4 D4 Q17 D16 F3 C6 L3 R11 R13 | R8
19 R4 D4 Q17 D16 F3 C6 L3 R11 R13 R8 | R6
19 R4 D4 Q17 D16 F3 C6 L3 R14 | R12
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 | R17
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 | R16
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 | Q16
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 Q16 | S17
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 Q16 S17 | R18
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 Q16 S17 R18 | Q15
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 Q16 S17 R18 Q15 | P16
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 Q16 S17 R18 Q15 P16 | R15
19 R4 D4 Q17 D16 F3 C6 L3 R14 R12 R17 R16 Q16 S17 R18 Q15 P16 R15 | S18
19 R4 D4 Q17 D16 F3 C6 D2 | P4
19 R4 D4 Q17 D16 F3 C6 D2 P4 | P3
19 R4 D4 Q17 D16 F3 C6 D2 P4 P3 | O3
19 R4 D4 Q17 D16 F3 C6 D2 P4 P3 O3 | Q3
19 R4 D4 Q17 D16 F3 C6 D2 P4 P3 O3 Q3 | O4
19 R4 D4 Q17 D16 F3 C6 D2 P4 P3 Q4 | Q3
19 R4 D4 Q17 D16 F3 C6 D2 P4 P3 Q4 Q3 | R5
19 R4 D4 Q17 D16 F3 C6 D2 P4 P3 Q4 Q3 R5 | O3
19 R4 D4 Q17 D16 F3 C6 D2 Q15 | R15
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 | R14
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 | R16
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 | P4
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 | P3
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 | Q4
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 | Q3
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 | R5
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 R5 | O3
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 R5 O3 | Q14
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 R5 O3 Q14 | O17
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 R5 O3 Q14 O17 | S4
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 R5 O3 Q14 O17 S4 | R3
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 P4 P3 Q4 Q3 R5 O3 Q14 O17 S4 R3 | R10
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 C3 | J3
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 C3 J3 | Q14
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 C3 J3 Q14 | O17
19 R4 D4 Q17 D16 F3 C6 D2 Q15 R15 R14 R16 C3 J3 Q14 O17 | R10
19 R4 D4 Q17 D16 F3 C6 D2 C3 | J3
19 R4 D4 Q17 D16 F3 C6 D2 C3 J3 | P3
19 R4 D4 Q17 D16 F3 C6 D2 O3 | Q3
19 R4 D4 Q17 D16 F3 C6 D2 P3 | C3
19 R4 D4 Q17 D16 F3 C6 D2 P3 C3 | Q15
19 R4 D4 Q17 D16 F3 C6 M3 | Q15
19 R4 D4 Q17 D16 F3 C6 M3 Q15 | R15
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 | R14
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 | R16
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 R16 | Q14
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 R16 Q14 | O17
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 R16 Q14 O17 R10 | D2
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 R16 Q14 O17 R10 D2 | R7
19 R4 D4 Q17 D16 F3 C6 M3 Q15 R15 R14 R16 Q14 O17 R10 D2 R7 | Q10
19 R4 D4 Q17 D16 F3 C6 O3 | Q15
19 R4 D4 Q17 D16 F3 C6 O3 Q15 | Q12
19 R4 D4 Q17 D16 F3 H3 | P3
19 R4 D4 Q17 D16 F3 H3 P3 | Q15
19 R4 D4 Q17 D16 F3 H3 P3 Q15 | R15
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 | R14
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 | R16
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 | Q14
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 | O17
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 | C3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 | D3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 | C4
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 | D5
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 D5 | D2
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 D5 D2 | E2
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 D5 D2 E2 | C2
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 D5 D2 E2 C2 | E3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 D5 D2 E2 C2 E3 | C6
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q14 O17 R10 C3 D3 C4 D5 D2 E2 C2 E3 C6 | R6
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 | S5
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 | R5
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 | Q5
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 | R6
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 | S6
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 | R7
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 | S7
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 | R8
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 | R3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 | Q14
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 | O17
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 | R10
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 | C3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 | D3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 | C4
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 C4 | D5
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 C4 D5 | D2
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 C4 D5 D2 | E2
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 C4 D5 D2 E2 | C2
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 C4 D5 D2 E2 C2 | E3
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 C3 D3 C4 D5 D2 E2 C2 E3 | C6
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q13 | O17
19 R4 D4 Q17 D16 F3 H3 P3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 | N16
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 | P15
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 | P14
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 | O15
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 | Q16
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 Q16 | O17
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 Q16 O17 | R17
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 | P17
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 | O14
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 | N15
19 R4 D4 Q17 D16 F3 H3 P3 Q15 Q12 N16 P15 P14 O15 Q16 O17 R17 P17 O14 N15 | S16
19 R4 D4 Q17 D16 F3 H3 P3 R14 | R16
19 R4 D4 Q17 D16 F3 H3 O3 | Q15
19 R4 D4 Q17 D16 F3 H3 O3 Q15 | Q12
19 R4 D4 Q17 D16 F3 P4 | C6
19 R4 D4 Q17 D16 F3 P4 C6 | D6
19 R4 D4 Q17 D16 F3 P4 C6 D6 | D7
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 | E6
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 | C4
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C4 | C5
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C4 C5 | B5
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C4 C5 B5 | D5
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C4 C5 B5 D5 | B7
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C4 C5 B5 D5 B7 | C3
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C4 C5 B5 D5 B7 C3 | B4
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C5 | C4
19 R4 D4 Q17 D16 F3 P4 C6 D6 D7 E6 C5 C4 | E7
19 R4 D4 Q17 D16 F3 P4 C6 E5 | C3
19 R4 D4 Q17 D16 F3 P4 N3 | R3
19 R4 D4 Q17 D16 F3 J4 | C6
19 R4 D4 Q17 D16 F3 J4 C6 | F4
19 R4 D4 Q17 D16 F3 J4 C6 F4 | G4
19 R4 D4 Q17 D16 F3 J4 C6 F4 G4 | F5
19 R4 D4 Q17 D16 F3 J4 L3 | F4
19 R4 D4 Q17 D16 F3 J4 L3 F4 | G4
19 R4 D4 Q17 D16 F3 J4 L3 F4 G4 | F5
19 R4 D4 Q17 D16 F3 J4 L3 F4 G4 F5 | E3
19 R4 D4 Q17 D16 F3 J4 L3 F4 G4 F5 E3 | D3
19 R4 D4 Q17 D16 F3 J4 L3 F4 G4 F5 E3 D3 | G5
19 R4 D4 Q17 D16 F3 D6 | D2
19 R4 D4 Q17 D16 F3 D6 D2 | P4
19 R4 D4 Q17 D16 F3 D6 D2 P4 | P3
19 R4 D4 Q17 D16 F3 H4 | F5
19 R4 D4 Q17 D16 F3 H4 F5 | D6
19 R4 D4 Q17 D16 F3 H4 F5 D6 | D2
19 R4 D4 Q17 D16 F3 H4 F5 D6 D2 | C3
19 R4 D4 Q17 D16 F3 H4 F5 D6 D2 C3 | H2
19 R4 D4 Q17 D16 P3 | Q15
19 R4 D4 Q17 D16 P3 Q15 | R15
19 R4 D4 Q17 D16 P3 Q15 R15 | R14
19 R4 D4 Q17 D16 P3 Q15 R15 R14 | R16
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 | S4
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 | S5
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 | R5
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 | Q5
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 | R6
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 | S6
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 | R7
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 | S7
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 | R8
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 | R3
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 | Q14
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 | O17
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 | R10
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 R10 | C10
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 Q14 | O17
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 Q13 | O17
19 R4 D4 Q17 D16 P3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D4 Q17 D16 P3 Q15 R15 Q16 | R16
19 R4 D4 Q17 D16 P3 Q15 R15 Q16 R16 | P17
19 R4 D4 Q17 D16 P3 Q15 R15 Q16 R16 P17 | R14
19 R4 D4 Q17 D16 P3 Q15 R15 Q16 R16 P17 R14 | Q18
19 R4 D4 Q17 D16 P3 Q15 R15 Q16 R16 P17 R14 Q18 | R17
19 R4 D4 Q17 D16 P3 Q15 R15 Q16 R16 P17 R14 Q18 R17 | O16
19 R4 D4 Q17 D16 P3 R14 | R16
19 R4 D4 Q17 D16 P3 R14 R16 | Q10
19 R4 D4 Q17 D16 P3 R14 R16 Q10 | R8
19 R4 D4 Q17 D16 P3 R14 R16 Q10 R8 | P14
19 R4 D4 Q17 D16 O3 | Q15
19 R4 D4 Q17 D16 O3 Q15 | R15
19 R4 D4 Q17 D16 O3 Q15 R15 | R14
19 R4 D4 Q17 D16 O3 Q15 R15 R14 | R16
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 | Q14
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 Q14 | O17
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 Q13 | O17
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 | R7
19 R4 D4 Q17 D16 O3 Q15 R15 R14 R16 Q13 O17 R9 R7 | P9
19 R4 D4 Q17 D16 L3 | G3
19 R4 D4 Q17 P3 | D16
19 R4 D4 Q17 P3 D16 | Q15
19 R4 D4 Q17 P3 D16 Q15 | M4
19 R4 D4 Q17 P3 D16 Q15 M4 | R17
19 R4 D4 Q17 P3 D16 Q15 M4 R17 | Q3
19 R4 D4 Q17 P3 D16 Q15 M4 R17 Q3 | R10
19 R4 D4 Q17 P3 D16 Q15 Q5 | R10
19 R4 D4 Q17 P3 D16 Q15 R15 | R14
19 R4 D4 Q17 P3 D16 Q15 R15 R14 | R16
19 R4 D4 Q17 P3 D16 Q15 R15 R14 R16 | Q14
19 R4 D4 Q17 P3 D16 Q15 R15 R14 R16 Q14 | O17
19 R4 D4 Q17 P3 D16 R15 | M4
19 R4 D4 Q17 P3 C16 | Q15
19 R4 D4 Q17 P3 C16 Q15 | R15
19 R4 D4 Q17 P3 C16 Q15 R15 | R14
19 R4 D4 Q17 P3 C16 Q15 R15 R14 | R16
19 R4 D4 Q17 P3 C16 Q15 R15 R14 R16 | Q14
19 R4 D4 Q17 P3 C16 Q15 R15 R14 R16 Q14 | O17
19 R4 D4 Q17 P3 C16 Q15 R15 R14 R16 Q14 O17 | R7
19 R4 D4 Q17 P3 C16 Q15 R15 R14 R16 Q14 O17 R7 | Q5
19 R4 D4 Q17 P3 C16 Q15 R15 R14 R16 Q14 O17 R7 Q5 | R10
19 R4 D4 Q17 P3 C16 Q15 M4 | R17
19 R4 D4 Q17 P3 C16 Q15 M4 R17 | Q3
19 R4 D4 Q17 P3 C16 Q15 Q5 | R17
19 R4 D4 Q17 P3 C16 R15 | M4
19 R4 D4 Q17 P3 N4 | R11
19 R4 D4 Q17 P3 N4 R11 | P4
19 R4 D4 Q17 P3 N4 R11 P4 | R15
19 R4 D4 Q17 P3 N4 R11 P4 R15 | D16
19 R4 D4 Q17 P3 N4 D16 | P4
19 R4 D4 Q17 P3 N4 D16 P4 | R11
19 R4 D4 Q17 P3 N4 D16 P4 R11 | R15
19 R4 D4 Q17 P3 N4 D16 P4 R11 R15 | R8
19 R4 D4 Q17 P3 N4 D16 P4 R11 R15 R8 | O3
19 R4 D4 Q17 P3 N4 R8 | P4
19 R4 D4 Q17 P3 N4 R8 P4 | R11
19 R4 D4 Q17 P3 N4 R8 P4 R11 | O3
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 | R15
19 R4 D4 Q17 P3 N4 R8 P4 R11 O3 R15 | D16
